Age,Age_bins
31.0,21-40
57.0,41-60
39.0,21-40
29.0,21-40
43.0,41-60
32.0,21-40
43.0,41-60
38.0,21-40
33.0,21-40
31.0,21-40
72.0,61-80
71.0,61-80
35.0,21-40
32.0,21-40
35.0,21-40
41.0,41-60
76.0,61-80
39.0,21-40
53.0,41-60
42.0,41-60
24.0,21-40
54.0,41-60
46.0,41-60
39.0,21-40
63.0,61-80
37.0,21-40
40.0,21-40
36.0,21-40
34.0,21-40
25.0,21-40
24.0,21-40
67.0,61-80
30.0,21-40
51.0,41-60
36.0,21-40
36.0,21-40
32.0,21-40
56.0,41-60
38.0,21-40
38.0,21-40
35.0,21-40
54.0,41-60
48.0,41-60
47.0,41-60
53.0,41-60
40.0,21-40
41.0,41-60
67.0,61-80
38.0,21-40
38.0,21-40
50.0,41-60
51.0,41-60
37.0,21-40
24.0,21-40
44.0,41-60
39.0,21-40
42.0,41-60
41.0,41-60
45.0,41-60
40.0,21-40
45.0,41-60
37.0,21-40
39.0,21-40
28.0,21-40
39.0,21-40
35.0,21-40
24.0,21-40
39.0,21-40
42.0,41-60
49.0,41-60
31.0,21-40
32.0,21-40
31.0,21-40
23.0,21-40
34.0,21-40
46.0,41-60
38.0,21-40
34.0,21-40
32.0,21-40
26.0,21-40
44.0,41-60
38.0,21-40
33.0,21-40
33.0,21-40
35.0,21-40
48.0,41-60
30.0,21-40
41.0,41-60
57.0,41-60
49.0,41-60
28.0,21-40
66.0,61-80
67.0,61-80
39.0,21-40
38.0,21-40
63.0,61-80
54.0,41-60
55.0,41-60
30.0,21-40
41.0,41-60
36.0,21-40
30.0,21-40
37.0,21-40
32.0,21-40
34.0,21-40
46.0,41-60
36.0,21-40
33.0,21-40
45.0,41-60
65.0,61-80
32.0,21-40
55.0,41-60
59.0,41-60
23.0,21-40
36.0,21-40
34.0,21-40
46.0,41-60
34.0,21-40
28.0,21-40
40.0,21-40
29.0,21-40
33.0,21-40
34.0,21-40
36.0,21-40
30.0,21-40
33.0,21-40
30.0,21-40
50.0,41-60
38.0,21-40
39.0,21-40
28.0,21-40
38.0,21-40
42.0,41-60
30.0,21-40
42.0,41-60
49.0,41-60
36.0,21-40
23.0,21-40
44.0,41-60
44.0,41-60
38.0,21-40
34.0,21-40
40.0,21-40
52.0,41-60
42.0,41-60
44.0,41-60
34.0,21-40
70.0,61-80
33.0,21-40
35.0,21-40
42.0,41-60
33.0,21-40
32.0,21-40
28.0,21-40
30.0,21-40
72.0,61-80
33.0,21-40
39.0,21-40
29.0,21-40
47.0,41-60
30.0,21-40
25.0,21-40
47.0,41-60
28.0,21-40
37.0,21-40
25.0,21-40
55.0,41-60
36.0,21-40
32.0,21-40
41.0,41-60
41.0,41-60
36.0,21-40
54.0,41-60
40.0,21-40
41.0,41-60
39.0,21-40
31.0,21-40
34.0,21-40
35.0,21-40
46.0,41-60
24.0,21-40
47.0,41-60
29.0,21-40
37.0,21-40
40.0,21-40
30.0,21-40
38.0,21-40
35.0,21-40
35.0,21-40
34.0,21-40
43.0,41-60
62.0,61-80
45.0,41-60
32.0,21-40
37.0,21-40
44.0,41-60
77.0,61-80
33.0,21-40
36.0,21-40
37.0,21-40
40.0,21-40
57.0,41-60
25.0,21-40
28.0,21-40
31.0,21-40
40.0,21-40
55.0,41-60
36.0,21-40
32.0,21-40
31.0,21-40
47.0,41-60
58.0,41-60
32.0,21-40
41.0,41-60
53.0,41-60
40.0,21-40
46.0,41-60
33.0,21-40
38.0,21-40
60.0,41-60
31.0,21-40
27.0,21-40
34.0,21-40
51.0,41-60
42.0,41-60
74.0,61-80
38.0,21-40
34.0,21-40
42.0,41-60
35.0,21-40
32.0,21-40
33.0,21-40
37.0,21-40
55.0,41-60
59.0,41-60
44.0,41-60
31.0,21-40
35.0,21-40
29.0,21-40
43.0,41-60
32.0,21-40
30.0,21-40
35.0,21-40
39.0,21-40
33.0,21-40
34.0,21-40
34.0,21-40
31.0,21-40
31.0,21-40
37.0,21-40
43.0,41-60
28.0,21-40
51.0,41-60
45.0,41-60
33.0,21-40
72.0,61-80
43.0,41-60
58.0,41-60
28.0,21-40
38.0,21-40
28.0,21-40
53.0,41-60
22.0,21-40
41.0,41-60
37.0,21-40
43.0,41-60
36.0,21-40
36.0,21-40
33.0,21-40
54.0,41-60
59.0,41-60
32.0,21-40
37.0,21-40
31.0,21-40
36.0,21-40
32.0,21-40
24.0,21-40
39.0,21-40
34.0,21-40
49.0,41-60
42.0,41-60
56.0,41-60
34.0,21-40
34.0,21-40
59.0,41-60
42.0,41-60
43.0,41-60
18.0,0-20
41.0,41-60
28.0,21-40
34.0,21-40
54.0,41-60
42.0,41-60
39.0,21-40
54.0,41-60
30.0,21-40
34.0,21-40
28.0,21-40
49.0,41-60
27.0,21-40
42.0,41-60
25.0,21-40
42.0,41-60
25.0,21-40
34.0,21-40
38.0,21-40
21.0,21-40
30.0,21-40
35.0,21-40
37.0,21-40
29.0,21-40
49.0,41-60
36.0,21-40
54.0,41-60
36.0,21-40
73.0,61-80
40.0,21-40
34.0,21-40
36.0,21-40
35.0,21-40
42.0,41-60
36.0,21-40
26.0,21-40
37.0,21-40
30.0,21-40
34.0,21-40
37.0,21-40
38.0,21-40
77.0,61-80
23.0,21-40
40.0,21-40
34.0,21-40
36.0,21-40
41.0,41-60
25.0,21-40
28.0,21-40
39.0,21-40
41.0,41-60
38.0,21-40
37.0,21-40
44.0,41-60
29.0,21-40
34.0,21-40
20.0,0-20
31.0,21-40
67.0,61-80
28.0,21-40
22.0,21-40
45.0,41-60
56.0,41-60
47.0,41-60
40.0,21-40
37.0,21-40
35.0,21-40
39.0,21-40
33.0,21-40
56.0,41-60
39.0,21-40
34.0,21-40
58.0,41-60
22.0,21-40
35.0,21-40
42.0,41-60
34.0,21-40
23.0,21-40
36.0,21-40
31.0,21-40
45.0,41-60
29.0,21-40
36.0,21-40
37.0,21-40
36.0,21-40
40.0,21-40
38.0,21-40
36.0,21-40
29.0,21-40
36.0,21-40
38.0,21-40
33.0,21-40
48.0,41-60
33.0,21-40
32.0,21-40
43.0,41-60
35.0,21-40
38.0,21-40
31.0,21-40
37.0,21-40
35.0,21-40
50.0,41-60
57.0,41-60
29.0,21-40
32.0,21-40
27.0,21-40
47.0,41-60
54.0,41-60
36.0,21-40
24.0,21-40
29.0,21-40
45.0,41-60
35.0,21-40
30.0,21-40
36.0,21-40
37.0,21-40
39.0,21-40
20.0,0-20
44.0,41-60
35.0,21-40
46.0,41-60
33.0,21-40
20.0,0-20
43.0,41-60
43.0,41-60
29.0,21-40
30.0,21-40
32.0,21-40
40.0,21-40
36.0,21-40
37.0,21-40
30.0,21-40
30.0,21-40
37.0,21-40
26.0,21-40
35.0,21-40
47.0,41-60
55.0,41-60
36.0,21-40
32.0,21-40
50.0,41-60
31.0,21-40
44.0,41-60
56.0,41-60
22.0,21-40
35.0,21-40
40.0,21-40
34.0,21-40
43.0,41-60
44.0,41-60
35.0,21-40
32.0,21-40
49.0,41-60
56.0,41-60
42.0,41-60
26.0,21-40
35.0,21-40
40.0,21-40
28.0,21-40
37.0,21-40
36.0,21-40
27.0,21-40
49.0,41-60
27.0,21-40
36.0,21-40
71.0,61-80
47.0,41-60
58.0,41-60
32.0,21-40
44.0,41-60
32.0,21-40
27.0,21-40
44.0,41-60
44.0,41-60
54.0,41-60
37.0,21-40
36.0,21-40
38.0,21-40
50.0,41-60
29.0,21-40
64.0,61-80
35.0,21-40
40.0,21-40
58.0,41-60
30.0,21-40
42.0,41-60
26.0,21-40
43.0,41-60
41.0,41-60
72.0,61-80
40.0,21-40
35.0,21-40
81.0,81-100
35.0,21-40
46.0,41-60
33.0,21-40
52.0,41-60
40.0,21-40
33.0,21-40
51.0,41-60
32.0,21-40
36.0,21-40
42.0,41-60
38.0,21-40
28.0,21-40
42.0,41-60
37.0,21-40
28.0,21-40
34.0,21-40
43.0,41-60
34.0,21-40
26.0,21-40
42.0,41-60
29.0,21-40
62.0,61-80
44.0,41-60
38.0,21-40
37.0,21-40
76.0,61-80
35.0,21-40
30.0,21-40
41.0,41-60
49.0,41-60
34.0,21-40
36.0,21-40
30.0,21-40
51.0,41-60
41.0,41-60
33.0,21-40
53.0,41-60
38.0,21-40
52.0,41-60
36.0,21-40
44.0,41-60
54.0,41-60
28.0,21-40
32.0,21-40
52.0,41-60
37.0,21-40
37.0,21-40
33.0,21-40
49.0,41-60
27.0,21-40
43.0,41-60
39.0,21-40
40.0,21-40
34.0,21-40
42.0,41-60
33.0,21-40
26.0,21-40
39.0,21-40
40.0,21-40
42.0,41-60
38.0,21-40
33.0,21-40
35.0,21-40
42.0,41-60
30.0,21-40
44.0,41-60
28.0,21-40
33.0,21-40
50.0,41-60
40.0,21-40
29.0,21-40
60.0,41-60
45.0,41-60
30.0,21-40
31.0,21-40
29.0,21-40
28.0,21-40
60.0,41-60
39.0,21-40
31.0,21-40
41.0,41-60
31.0,21-40
46.0,41-60
36.0,21-40
38.0,21-40
28.0,21-40
37.0,21-40
37.0,21-40
37.0,21-40
27.0,21-40
33.0,21-40
40.0,21-40
32.0,21-40
27.0,21-40
39.0,21-40
46.0,41-60
61.0,61-80
69.0,61-80
19.0,0-20
46.0,41-60
40.0,21-40
28.0,21-40
68.0,61-80
42.0,41-60
40.0,21-40
43.0,41-60
47.0,41-60
38.0,21-40
29.0,21-40
59.0,41-60
32.0,21-40
23.0,21-40
46.0,41-60
34.0,21-40
31.0,21-40
40.0,21-40
32.0,21-40
28.0,21-40
39.0,21-40
32.0,21-40
25.0,21-40
31.0,21-40
31.0,21-40
42.0,41-60
45.0,41-60
24.0,21-40
30.0,21-40
38.0,21-40
38.0,21-40
51.0,41-60
40.0,21-40
53.0,41-60
31.0,21-40
36.0,21-40
44.0,41-60
50.0,41-60
39.0,21-40
35.0,21-40
37.0,21-40
25.0,21-40
29.0,21-40
61.0,61-80
38.0,21-40
29.0,21-40
39.0,21-40
30.0,21-40
37.0,21-40
28.0,21-40
37.0,21-40
33.0,21-40
36.0,21-40
31.0,21-40
32.0,21-40
25.0,21-40
33.0,21-40
29.0,21-40
26.0,21-40
41.0,41-60
40.0,21-40
48.0,41-60
61.0,61-80
45.0,41-60
46.0,41-60
31.0,21-40
38.0,21-40
74.0,61-80
46.0,41-60
64.0,61-80
47.0,41-60
39.0,21-40
41.0,41-60
60.0,41-60
36.0,21-40
31.0,21-40
29.0,21-40
31.0,21-40
48.0,41-60
34.0,21-40
29.0,21-40
31.0,21-40
35.0,21-40
39.0,21-40
64.0,61-80
40.0,21-40
46.0,41-60
30.0,21-40
56.0,41-60
30.0,21-40
62.0,61-80
32.0,21-40
46.0,41-60
60.0,41-60
71.0,61-80
68.0,61-80
33.0,21-40
18.0,0-20
35.0,21-40
44.0,41-60
35.0,21-40
55.0,41-60
63.0,61-80
31.0,21-40
35.0,21-40
43.0,41-60
42.0,41-60
31.0,21-40
58.0,41-60
41.0,41-60
41.0,41-60
41.0,41-60
30.0,21-40
33.0,21-40
41.0,41-60
51.0,41-60
60.0,41-60
22.0,21-40
35.0,21-40
36.0,21-40
40.0,21-40
35.0,21-40
24.0,21-40
35.0,21-40
38.0,21-40
25.0,21-40
39.0,21-40
38.0,21-40
28.0,21-40
42.0,41-60
34.0,21-40
36.0,21-40
40.0,21-40
41.0,41-60
55.0,41-60
34.0,21-40
30.0,21-40
34.0,21-40
36.0,21-40
44.0,41-60
49.0,41-60
35.0,21-40
49.0,41-60
20.0,0-20
27.0,21-40
29.0,21-40
29.0,21-40
50.0,41-60
67.0,61-80
43.0,41-60
40.0,21-40
63.0,61-80
21.0,21-40
22.0,21-40
46.0,41-60
33.0,21-40
34.0,21-40
54.0,41-60
43.0,41-60
64.0,61-80
26.0,21-40
33.0,21-40
57.0,41-60
76.0,61-80
38.0,21-40
22.0,21-40
31.0,21-40
40.0,21-40
56.0,41-60
25.0,21-40
44.0,41-60
36.0,21-40
33.0,21-40
46.0,41-60
46.0,41-60
52.0,41-60
54.0,41-60
63.0,61-80
52.0,41-60
59.0,41-60
34.0,21-40
25.0,21-40
34.0,21-40
55.0,41-60
43.0,41-60
34.0,21-40
30.0,21-40
24.0,21-40
63.0,61-80
33.0,21-40
38.0,21-40
42.0,41-60
58.0,41-60
25.0,21-40
29.0,21-40
40.0,21-40
28.0,21-40
50.0,41-60
32.0,21-40
44.0,41-60
23.0,21-40
51.0,41-60
41.0,41-60
40.0,21-40
36.0,21-40
33.0,21-40
42.0,41-60
46.0,41-60
33.0,21-40
56.0,41-60
41.0,41-60
42.0,41-60
48.0,41-60
32.0,21-40
21.0,21-40
47.0,41-60
46.0,41-60
43.0,41-60
36.0,21-40
38.0,21-40
34.0,21-40
27.0,21-40
20.0,0-20
49.0,41-60
41.0,41-60
36.0,21-40
68.0,61-80
39.0,21-40
47.0,41-60
49.0,41-60
59.0,41-60
33.0,21-40
27.0,21-40
22.0,21-40
28.0,21-40
32.0,21-40
28.0,21-40
35.0,21-40
47.0,41-60
33.0,21-40
30.0,21-40
38.0,21-40
46.0,41-60
29.0,21-40
45.0,41-60
29.0,21-40
36.0,21-40
46.0,41-60
36.0,21-40
32.0,21-40
38.0,21-40
45.0,41-60
41.0,41-60
38.0,21-40
44.0,41-60
38.0,21-40
46.0,41-60
45.0,41-60
45.0,41-60
36.0,21-40
42.0,41-60
36.0,21-40
30.0,21-40
31.0,21-40
57.0,41-60
49.0,41-60
48.0,41-60
31.0,21-40
40.0,21-40
67.0,61-80
43.0,41-60
41.0,41-60
30.0,21-40
72.0,61-80
40.0,21-40
54.0,41-60
28.0,21-40
38.0,21-40
34.0,21-40
32.0,21-40
35.0,21-40
37.0,21-40
39.0,21-40
35.0,21-40
61.0,61-80
28.0,21-40
26.0,21-40
35.0,21-40
24.0,21-40
35.0,21-40
56.0,41-60
33.0,21-40
38.0,21-40
37.0,21-40
31.0,21-40
34.0,21-40
35.0,21-40
39.0,21-40
38.0,21-40
47.0,41-60
33.0,21-40
54.0,41-60
30.0,21-40
38.0,21-40
30.0,21-40
38.0,21-40
47.0,41-60
40.0,21-40
70.0,61-80
31.0,21-40
33.0,21-40
22.0,21-40
36.0,21-40
39.0,21-40
26.0,21-40
29.0,21-40
33.0,21-40
42.0,41-60
42.0,41-60
39.0,21-40
45.0,41-60
35.0,21-40
35.0,21-40
25.0,21-40
52.0,41-60
33.0,21-40
40.0,21-40
33.0,21-40
33.0,21-40
30.0,21-40
38.0,21-40
81.0,81-100
34.0,21-40
34.0,21-40
40.0,21-40
37.0,21-40
38.0,21-40
56.0,41-60
37.0,21-40
30.0,21-40
51.0,41-60
34.0,21-40
40.0,21-40
45.0,41-60
49.0,41-60
30.0,21-40
42.0,41-60
36.0,21-40
31.0,21-40
50.0,41-60
42.0,41-60
35.0,21-40
47.0,41-60
30.0,21-40
26.0,21-40
27.0,21-40
38.0,21-40
33.0,21-40
36.0,21-40
46.0,41-60
27.0,21-40
45.0,41-60
32.0,21-40
51.0,41-60
39.0,21-40
32.0,21-40
39.0,21-40
40.0,21-40
33.0,21-40
21.0,21-40
67.0,61-80
22.0,21-40
24.0,21-40
28.0,21-40
26.0,21-40
36.0,21-40
32.0,21-40
37.0,21-40
57.0,41-60
45.0,41-60
36.0,21-40
41.0,41-60
41.0,41-60
44.0,41-60
34.0,21-40
51.0,41-60
35.0,21-40
34.0,21-40
32.0,21-40
39.0,21-40
26.0,21-40
41.0,41-60
50.0,41-60
23.0,21-40
73.0,61-80
46.0,41-60
41.0,41-60
31.0,21-40
36.0,21-40
30.0,21-40
24.0,21-40
33.0,21-40
39.0,21-40
37.0,21-40
50.0,41-60
38.0,21-40
36.0,21-40
34.0,21-40
36.0,21-40
42.0,41-60
30.0,21-40
21.0,21-40
62.0,61-80
50.0,41-60
43.0,41-60
36.0,21-40
50.0,41-60
37.0,21-40
31.0,21-40
23.0,21-40
47.0,41-60
47.0,41-60
33.0,21-40
33.0,21-40
31.0,21-40
33.0,21-40
56.0,41-60
34.0,21-40
29.0,21-40
47.0,41-60
41.0,41-60
33.0,21-40
34.0,21-40
50.0,41-60
34.0,21-40
39.0,21-40
31.0,21-40
46.0,41-60
34.0,21-40
29.0,21-40
49.0,41-60
43.0,41-60
29.0,21-40
29.0,21-40
44.0,41-60
31.0,21-40
48.0,41-60
51.0,41-60
34.0,21-40
27.0,21-40
58.0,41-60
36.0,21-40
40.0,21-40
50.0,41-60
37.0,21-40
47.0,41-60
30.0,21-40
36.0,21-40
29.0,21-40
28.0,21-40
33.0,21-40
50.0,41-60
38.0,21-40
39.0,21-40
24.0,21-40
48.0,41-60
29.0,21-40
38.0,21-40
47.0,41-60
66.0,61-80
36.0,21-40
38.0,21-40
52.0,41-60
68.0,61-80
38.0,21-40
40.0,21-40
43.0,41-60
45.0,41-60
51.0,41-60
31.0,21-40
60.0,41-60
51.0,41-60
50.0,41-60
35.0,21-40
34.0,21-40
36.0,21-40
31.0,21-40
35.0,21-40
34.0,21-40
49.0,41-60
32.0,21-40
43.0,41-60
34.0,21-40
28.0,21-40
31.0,21-40
45.0,41-60
35.0,21-40
53.0,41-60
33.0,21-40
33.0,21-40
38.0,21-40
39.0,21-40
35.0,21-40
39.0,21-40
31.0,21-40
47.0,41-60
33.0,21-40
29.0,21-40
34.0,21-40
41.0,41-60
24.0,21-40
38.0,21-40
33.0,21-40
36.0,21-40
30.0,21-40
36.0,21-40
24.0,21-40
41.0,41-60
23.0,21-40
34.0,21-40
37.0,21-40
48.0,41-60
39.0,21-40
47.0,41-60
38.0,21-40
29.0,21-40
40.0,21-40
36.0,21-40
25.0,21-40
42.0,41-60
38.0,21-40
71.0,61-80
32.0,21-40
37.0,21-40
25.0,21-40
25.0,21-40
31.0,21-40
27.0,21-40
48.0,41-60
38.0,21-40
37.0,21-40
37.0,21-40
24.0,21-40
33.0,21-40
27.0,21-40
61.0,61-80
44.0,41-60
31.0,21-40
31.0,21-40
31.0,21-40
22.0,21-40
40.0,21-40
40.0,21-40
46.0,41-60
27.0,21-40
42.0,41-60
28.0,21-40
36.0,21-40
59.0,41-60
50.0,41-60
40.0,21-40
39.0,21-40
39.0,21-40
59.0,41-60
21.0,21-40
47.0,41-60
40.0,21-40
36.0,21-40
66.0,61-80
42.0,41-60
59.0,41-60
30.0,21-40
54.0,41-60
36.0,21-40
32.0,21-40
47.0,41-60
49.0,41-60
27.0,21-40
33.0,21-40
34.0,21-40
39.0,21-40
34.0,21-40
63.0,61-80
29.0,21-40
32.0,21-40
31.0,21-40
39.0,21-40
32.0,21-40
34.0,21-40
32.0,21-40
61.0,61-80
41.0,41-60
75.0,61-80
40.0,21-40
39.0,21-40
42.0,41-60
59.0,41-60
25.0,21-40
27.0,21-40
50.0,41-60
57.0,41-60
38.0,21-40
30.0,21-40
39.0,21-40
37.0,21-40
32.0,21-40
43.0,41-60
25.0,21-40
33.0,21-40
47.0,41-60
37.0,21-40
37.0,21-40
39.0,21-40
40.0,21-40
34.0,21-40
50.0,41-60
32.0,21-40
50.0,41-60
29.0,21-40
32.0,21-40
35.0,21-40
24.0,21-40
25.0,21-40
29.0,21-40
38.0,21-40
35.0,21-40
37.0,21-40
56.0,41-60
36.0,21-40
28.0,21-40
40.0,21-40
58.0,41-60
40.0,21-40
41.0,41-60
38.0,21-40
30.0,21-40
38.0,21-40
33.0,21-40
32.0,21-40
33.0,21-40
40.0,21-40
35.0,21-40
38.0,21-40
42.0,41-60
53.0,41-60
34.0,21-40
37.0,21-40
32.0,21-40
32.0,21-40
31.0,21-40
46.0,41-60
32.0,21-40
40.0,21-40
36.0,21-40
34.0,21-40
53.0,41-60
40.0,21-40
21.0,21-40
57.0,41-60
39.0,21-40
25.0,21-40
28.0,21-40
36.0,21-40
34.0,21-40
40.0,21-40
37.0,21-40
38.0,21-40
41.0,41-60
28.0,21-40
36.0,21-40
40.0,21-40
34.0,21-40
35.0,21-40
51.0,41-60
50.0,41-60
48.0,41-60
58.0,41-60
39.0,21-40
43.0,41-60
69.0,61-80
58.0,41-60
33.0,21-40
30.0,21-40
36.0,21-40
27.0,21-40
43.0,41-60
42.0,41-60
47.0,41-60
38.0,21-40
33.0,21-40
41.0,41-60
53.0,41-60
27.0,21-40
39.0,21-40
50.0,41-60
33.0,21-40
64.0,61-80
35.0,21-40
30.0,21-40
55.0,41-60
27.0,21-40
36.0,21-40
35.0,21-40
34.0,21-40
43.0,41-60
38.0,21-40
38.0,21-40
49.0,41-60
30.0,21-40
37.0,21-40
35.0,21-40
33.0,21-40
41.0,41-60
42.0,41-60
42.0,41-60
25.0,21-40
31.0,21-40
34.0,21-40
49.0,41-60
43.0,41-60
46.0,41-60
32.0,21-40
28.0,21-40
36.0,21-40
39.0,21-40
38.0,21-40
30.0,21-40
49.0,41-60
32.0,21-40
31.0,21-40
44.0,41-60
26.0,21-40
34.0,21-40
40.0,21-40
22.0,21-40
33.0,21-40
35.0,21-40
36.0,21-40
57.0,41-60
45.0,41-60
31.0,21-40
41.0,41-60
60.0,41-60
34.0,21-40
37.0,21-40
32.0,21-40
29.0,21-40
44.0,41-60
29.0,21-40
55.0,41-60
38.0,21-40
39.0,21-40
40.0,21-40
37.0,21-40
55.0,41-60
32.0,21-40
36.0,21-40
25.0,21-40
36.0,21-40
34.0,21-40
62.0,61-80
41.0,41-60
44.0,41-60
53.0,41-60
25.0,21-40
48.0,41-60
38.0,21-40
32.0,21-40
60.0,41-60
69.0,61-80
30.0,21-40
48.0,41-60
29.0,21-40
45.0,41-60
34.0,21-40
39.0,21-40
58.0,41-60
36.0,21-40
28.0,21-40
47.0,41-60
40.0,21-40
26.0,21-40
28.0,21-40
36.0,21-40
38.0,21-40
46.0,41-60
56.0,41-60
22.0,21-40
36.0,21-40
29.0,21-40
38.0,21-40
32.0,21-40
26.0,21-40
39.0,21-40
26.0,21-40
29.0,21-40
43.0,41-60
52.0,41-60
44.0,41-60
26.0,21-40
29.0,21-40
26.0,21-40
40.0,21-40
36.0,21-40
28.0,21-40
38.0,21-40
33.0,21-40
47.0,41-60
41.0,41-60
41.0,41-60
43.0,41-60
40.0,21-40
29.0,21-40
48.0,41-60
22.0,21-40
33.0,21-40
23.0,21-40
34.0,21-40
23.0,21-40
70.0,61-80
26.0,21-40
33.0,21-40
33.0,21-40
49.0,41-60
33.0,21-40
44.0,41-60
22.0,21-40
46.0,41-60
41.0,41-60
35.0,21-40
53.0,41-60
37.0,21-40
32.0,21-40
71.0,61-80
23.0,21-40
28.0,21-40
44.0,41-60
59.0,41-60
49.0,41-60
34.0,21-40
40.0,21-40
36.0,21-40
62.0,61-80
27.0,21-40
71.0,61-80
26.0,21-40
51.0,41-60
31.0,21-40
33.0,21-40
33.0,21-40
58.0,41-60
51.0,41-60
42.0,41-60
66.0,61-80
50.0,41-60
29.0,21-40
38.0,21-40
34.0,21-40
34.0,21-40
60.0,41-60
25.0,21-40
40.0,21-40
34.0,21-40
70.0,61-80
41.0,41-60
48.0,41-60
42.0,41-60
28.0,21-40
46.0,41-60
36.0,21-40
42.0,41-60
43.0,41-60
36.0,21-40
37.0,21-40
35.0,21-40
37.0,21-40
29.0,21-40
37.0,21-40
48.0,41-60
42.0,41-60
28.0,21-40
48.0,41-60
38.0,21-40
27.0,21-40
42.0,41-60
40.0,21-40
28.0,21-40
39.0,21-40
27.0,21-40
29.0,21-40
35.0,21-40
34.0,21-40
20.0,0-20
50.0,41-60
29.0,21-40
52.0,41-60
37.0,21-40
18.0,0-20
54.0,41-60
34.0,21-40
29.0,21-40
27.0,21-40
39.0,21-40
35.0,21-40
45.0,41-60
33.0,21-40
30.0,21-40
35.0,21-40
34.0,21-40
31.0,21-40
43.0,41-60
43.0,41-60
46.0,41-60
33.0,21-40
25.0,21-40
40.0,21-40
47.0,41-60
40.0,21-40
30.0,21-40
46.0,41-60
34.0,21-40
35.0,21-40
47.0,41-60
46.0,41-60
37.0,21-40
47.0,41-60
32.0,21-40
22.0,21-40
58.0,41-60
24.0,21-40
25.0,21-40
41.0,41-60
32.0,21-40
39.0,21-40
39.0,21-40
28.0,21-40
36.0,21-40
63.0,61-80
45.0,41-60
48.0,41-60
40.0,21-40
39.0,21-40
30.0,21-40
64.0,61-80
36.0,21-40
28.0,21-40
42.0,41-60
38.0,21-40
26.0,21-40
59.0,41-60
45.0,41-60
37.0,21-40
65.0,61-80
47.0,41-60
34.0,21-40
31.0,21-40
43.0,41-60
32.0,21-40
38.0,21-40
19.0,0-20
45.0,41-60
46.0,41-60
41.0,41-60
29.0,21-40
34.0,21-40
41.0,41-60
39.0,21-40
40.0,21-40
36.0,21-40
37.0,21-40
23.0,21-40
32.0,21-40
53.0,41-60
49.0,41-60
35.0,21-40
43.0,41-60
45.0,41-60
63.0,61-80
59.0,41-60
39.0,21-40
49.0,41-60
42.0,41-60
38.0,21-40
31.0,21-40
40.0,21-40
23.0,21-40
30.0,21-40
39.0,21-40
26.0,21-40
32.0,21-40
39.0,21-40
27.0,21-40
37.0,21-40
41.0,41-60
36.0,21-40
40.0,21-40
33.0,21-40
36.0,21-40
38.0,21-40
35.0,21-40
43.0,41-60
40.0,21-40
42.0,41-60
44.0,41-60
23.0,21-40
44.0,41-60
30.0,21-40
42.0,41-60
35.0,21-40
39.0,21-40
29.0,21-40
46.0,41-60
34.0,21-40
27.0,21-40
30.0,21-40
32.0,21-40
47.0,41-60
44.0,41-60
40.0,21-40
29.0,21-40
20.0,0-20
25.0,21-40
43.0,41-60
48.0,41-60
30.0,21-40
27.0,21-40
43.0,41-60
43.0,41-60
57.0,41-60
42.0,41-60
30.0,21-40
31.0,21-40
43.0,41-60
38.0,21-40
25.0,21-40
27.0,21-40
36.0,21-40
44.0,41-60
39.0,21-40
48.0,41-60
40.0,21-40
35.0,21-40
46.0,41-60
37.0,21-40
39.0,21-40
55.0,41-60
35.0,21-40
38.0,21-40
56.0,41-60
67.0,61-80
54.0,41-60
41.0,41-60
40.0,21-40
28.0,21-40
35.0,21-40
42.0,41-60
40.0,21-40
34.0,21-40
49.0,41-60
27.0,21-40
43.0,41-60
71.0,61-80
42.0,41-60
40.0,21-40
67.0,61-80
43.0,41-60
39.0,21-40
32.0,21-40
50.0,41-60
48.0,41-60
31.0,21-40
34.0,21-40
37.0,21-40
30.0,21-40
32.0,21-40
23.0,21-40
37.0,21-40
37.0,21-40
31.0,21-40
42.0,41-60
35.0,21-40
55.0,41-60
35.0,21-40
48.0,41-60
39.0,21-40
37.0,21-40
65.0,61-80
35.0,21-40
40.0,21-40
41.0,41-60
41.0,41-60
38.0,21-40
44.0,41-60
37.0,21-40
44.0,41-60
28.0,21-40
27.0,21-40
35.0,21-40
51.0,41-60
30.0,21-40
27.0,21-40
43.0,41-60
30.0,21-40
41.0,41-60
48.0,41-60
30.0,21-40
41.0,41-60
29.0,21-40
42.0,41-60
47.0,41-60
30.0,21-40
44.0,41-60
34.0,21-40
43.0,41-60
59.0,41-60
29.0,21-40
23.0,21-40
45.0,41-60
25.0,21-40
49.0,41-60
28.0,21-40
34.0,21-40
29.0,21-40
44.0,41-60
47.0,41-60
32.0,21-40
30.0,21-40
30.0,21-40
32.0,21-40
43.0,41-60
52.0,41-60
37.0,21-40
44.0,41-60
34.0,21-40
66.0,61-80
34.0,21-40
63.0,61-80
60.0,41-60
61.0,61-80
51.0,41-60
39.0,21-40
36.0,21-40
29.0,21-40
62.0,61-80
31.0,21-40
59.0,41-60
31.0,21-40
30.0,21-40
34.0,21-40
33.0,21-40
37.0,21-40
44.0,41-60
24.0,21-40
37.0,21-40
34.0,21-40
39.0,21-40
60.0,41-60
27.0,21-40
34.0,21-40
41.0,41-60
27.0,21-40
19.0,0-20
73.0,61-80
35.0,21-40
36.0,21-40
35.0,21-40
25.0,21-40
34.0,21-40
66.0,61-80
29.0,21-40
